Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Supervisorial_Districts_Waterline_data_from_7pkg_wer3,apn,new_units
201305036062,1,new construction,2013-05-03,0794,028,555,,Fulton,St,,,"to erect 5 stories of 139 dwelling units, retail, parking, storage office utility, assembly",issued,2014-03-26,2013-05-03,2014-03-26,,2014-07-28,,,5.0,,,2020-02-23,30000000.0,48723500.0,,,apartments,139.0,6.0,,,,1.0,constr type 1,Y,5.0,Hayes Valley,94102.0,"(37.778170705338894, -122.42568947489731)",130366381787,22.0,4.0,11.0,9.0,28852.0,7.0,11.0,6.0,10.0,0794/028,139.0
201305036062,1,new construction,2013-05-03,0794,015,746,,Laguna,St,,,"to erect 5 stories of 139 dwelling units, retail, parking, storage office utility, assembly",issued,2014-03-26,2013-05-03,2014-03-26,,2014-07-28,,,5.0,,,2020-02-23,30000000.0,48723500.0,,,apartments,139.0,6.0,,,,1.0,constr type 1,Y,5.0,Hayes Valley,94102.0,"(37.7780975269456, -122.4263945303292)",130368881781,22.0,4.0,11.0,9.0,28852.0,7.0,11.0,6.0,10.0,0794/015,139.0
201508194769,1,new construction,2015-08-19,3519,017,1394,,Harrison,St,,,"to erect 6 stories, no basement, type i-b, 67 residential units with commercial building. (r-2,m,u,s-2)** maher ordinance-extended required **",issued,2018-07-20,2015-08-19,2018-07-20,,2020-01-27,,,6.0,,,2024-06-18,5900000.0,8320974.0,,,apartments,67.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.77190640863193, -122.41129830398526)",1392763156630,32.0,1.0,10.0,34.0,28853.0,8.0,9.0,2.0,3.0,3519/017,67.0
201712297599,1,new construction,2017-12-29,4991,085,250,,Executive Park,Bl,,,bldg 5. erect a type i&iii (9) story (2) basement 112 dwelling unit and retail building. maher n/a,filed,2017-12-29,2017-12-29,,,,,,9.0,,,,20000000.0,,,,apartments,112.0,2.0,,,,1,constr type 1,Y,10.0,Bayview Hunters Point,94134.0,"(37.71027350193885, -122.3918141507704)",1492120177117,79.0,2.0,9.0,1.0,309.0,10.0,8.0,3.0,6.0,4991/085,112.0
201712297625,1,new construction,2017-12-29,5000,035,89,,Harney,Wy,,,"erect 7-story multi-family residence, retail & parking",filed,2017-12-29,2017-12-29,,,,,,7.0,,,,60000000.0,,,,apartments,124.0,2.0,,,,1,constr type 1,Y,10.0,Bayview Hunters Point,94124.0,"(37.71179555134253, -122.38463627748088)",1492137510460,79.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,5000/035,124.0
201602260667,1,new construction,2016-02-26,3995,015,603,,Tennessee,St,,,"to erect 6 stories, no basement, type iii-a over i-a, 24 residential units with mixed used building. (r-2,b,s-2)** maher: disturbance of at least 50 cu.yd of soil. route to dph**",issued,2018-06-26,2016-02-26,2018-06-26,,2018-10-16,,,6.0,,,2024-05-25,3000000.0,7400000.0,,,apartments,24.0,2.0,,,,3.0,constr type 3,Y,10.0,Potrero Hill,94107.0,"(37.76400518402575, -122.38951590501878)",1414138388288,55.0,2.0,9.0,26.0,28856.0,14.0,8.0,3.0,6.0,3995/015,24.0
201706219947,1,new construction,2017-06-21,0318,020,655,,Geary,St,,,"erect 13 stories, 3 basement, type 1a residential with non stacker parking and ground floor commercial/retail, building.",filed,2017-06-21,2017-06-21,,,,,,13.0,,,,20000000.0,20000000.0,,,apartments,52.0,2.0,,,,1.0,constr type 1,Y,6.0,Tenderloin,94102.0,"(37.78634406995665, -122.41395547248227)",1467786389042,20.0,5.0,10.0,36.0,28852.0,5.0,9.0,10.0,3.0,0318/020,52.0
201811145895,1,new construction,2018-11-14,3505,008,1125,,Stevenson,St,,,"to erect 9 stories, 1 basement, 64 residential unit, assembly & parking building (r-2,a-3,s-2)",issued,2020-07-02,2018-11-14,2020-07-02,,2021-01-11,,,9.0,,,2025-01-02,16200000.0,19600000.0,,,apartments,64.0,2.0,,,,1.0,constr type 1,Y,6.0,Mission,94103.0,"(37.77344602639705, -122.41989868494005)",1531782156245,32.0,1.0,10.0,20.0,28853.0,8.0,9.0,2.0,3.0,3505/008,64.0
201502198775,1,new construction,2015-02-19,3644,021,1298,,Valencia,St,,,"erect 6-story, 35 dwelling units, type iii, residential & retail building.",issued,2019-01-02,2015-02-19,2019-01-02,,,,,6.0,,,2024-12-01,8000000.0,9178885.0,,,apartments,35.0,2.0,,,,2.0,constr type 2,Y,8.0,Mission,94110.0,"(37.752309566315816, -122.42097734254807)",1371666370727,53.0,3.0,5.0,20.0,28859.0,2.0,5.0,7.0,1.0,3644/021,35.0
201805088480,1,new construction,2018-05-08,1081,019,2478,,Geary,Bl,,,"to erect 4 stories, 1 basement, type iii-a, 3 units residential building.",issued,2021-01-06,2018-05-08,2021-01-06,,,,,4.0,,,2023-01-06,750000.0,1185715.0,,,apartments,3.0,2.0,,,,3.0,constr type 3,Y,2.0,Presidio Heights,94115.0,"(37.7830042419049, -122.44411718950039)",150722289161,103.0,8.0,6.0,31.0,29490.0,15.0,1.0,9.0,11.0,1081/019,3.0
201410169154,1,new construction,2014-10-16,6506,032,4171,,24th,St,,,"construct new 4 stories, 1 basement, 5 units multi-family residence.",complete,2018-04-23,2014-10-16,2016-06-22,2018-04-23,2016-08-22,,,4.0,,,2019-06-07,1000000.0,1750000.0,,,apartments,5.0,2.0,,,,3.0,constr type 3,Y,8.0,Noe Valley,94114.0,"(37.75096390098741, -122.43553887363596)",1359255205512,84.0,3.0,5.0,22.0,28862.0,2.0,5.0,7.0,1.0,6506/032,5.0
201602129567,1,new construction,2016-02-12,4591D,018,899,,La Salle,Av,,,phase ii-a building b. erect 4 stories of 44 residential units,issued,2017-05-02,2016-02-12,2017-05-02,,,,,4.0,,,2023-04-01,16200000.0,16200000.0,,,apartments,44.0,2.0,,,,1.0,constr type 1,Y,10.0,Bayview Hunters Point,94124.0,"(37.728465059704455, -122.37575660596109)",1461532508815,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591D/018,44.0
201905241706,1,new construction,2019-05-24,6954,039,915,,Cayuga,Av,,,"erect a 5 story,2 basement, 116 dwelling residential/apartment/office bldg type 3-a. **maher n/a**",filed,2019-05-24,2019-05-24,,,,,,5.0,,,,20000000.0,20000000.0,,,apartments,116.0,2.0,,,,3.0,constr type 3,Y,11.0,Outer Mission,94112.0,"(37.72292510137716, -122.43846405568011)",1553792493956,80.0,9.0,1.0,28.0,28861.0,9.0,6.0,4.0,8.0,6954/039,116.0
202009083652,1,new construction,2020-09-08,0318,009,550,,Ofarrell,St,,,"to erect a 13-story, type 1a, 111 dwelling units, mixed use bldg with 1448 sq.ft. of retail and one basement. **comply w/ maher ord, route to dph**",filed,2020-09-08,2020-09-08,,,,,,13.0,,,,17800000.0,,,,apartments,111.0,2.0,,,,1.0,constr type 1,Y,6.0,Tenderloin,94102.0,"(37.78596108935273, -122.41394670159599)",159824669417,20.0,5.0,10.0,36.0,28852.0,5.0,9.0,10.0,3.0,0318/009,111.0
201412163807,1,new construction,2014-12-16,4591D,131,1,,Earl,St,,,"bldg 4: construct (n) 4-story, 39 units residential over garage.",withdrawn,2015-07-20,2014-12-16,,,,,,4.0,,,,13800000.0,,,,apartments,39.0,2.0,,,,5.0,wood frame (5),Y,10.0,Bayview Hunters Point,94124.0,"(37.72762866125927, -122.37497703695044)",1365671502419,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591D/131,39.0
201602179815,1,new construction,2016-02-17,4591D,014,889,,La Salle,Av,,,"phase 2a, building# f. to erect 4 stories, 1 basement, 40 units residential building.** maher: n/a **",issued,2017-04-27,2016-02-17,2017-04-27,,,,,4.0,,,2023-03-27,11300000.0,11300000.0,,,apartments,40.0,2.0,,,,1.0,constr type 1,Y,10.0,Bayview Hunters Point,94124.0,"(37.72844053093988, -122.37537400903173)",1461530508813,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591D/014,40.0
201603172392,1,new construction,2016-03-17,4287,007,1101,,Connecticut,St,,,"erect 5 story, 1 basement, 72 units, 100% affordable housing,  located on two lots, 001a & 007.",complete,2019-10-28,2016-03-17,2016-10-11,2019-10-28,2016-12-13,,,5.0,,,2022-09-10,21800000.0,21800000.0,,,apartments,72.0,2.0,,,,1.0,constr type 1,Y,10.0,Bayview Hunters Point,94107.0,"(37.752042534467876, -122.39599816472703)",1416428506212,54.0,2.0,9.0,1.0,28856.0,10.0,8.0,3.0,6.0,4287/007,72.0
201602179818,1,new construction,2016-02-17,4591D,010,879,,La Salle,Av,,,"phase 2a, building# j. to erect 4 stories, 1 basement, type va over ia, 40 units residential building with car stackers, 1500 gpm fire pump** maher: n/a **",issued,2017-04-27,2016-02-17,2017-04-27,,,,,4.0,,,2023-03-27,11300000.0,11300000.0,,,apartments,40.0,2.0,,,,1.0,constr type 1,Y,10.0,Bayview Hunters Point,94124.0,"(37.72836343638349, -122.37499496643846)",1461529508812,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591D/010,40.0
201602179819,1,new construction,2016-02-17,4591D,005,869,,La Salle,Av,,,"phase 2a, building# m. to erect 4 stories, 1 basement, 40 units residential building.  type v-a over type i-a.** maher: n/a **",issued,2017-04-27,2016-02-17,2017-04-27,,,,,4.0,,,2023-03-27,11300000.0,11300000.0,,,apartments,40.0,2.0,,,,1.0,constr type 1,Y,10.0,Bayview Hunters Point,94124.0,"(37.728206563140326, -122.37435823767726)",1461527508814,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591D/005,40.0
201605238117,1,new construction,2016-05-23,3554,003A,1924,,Mission,St,,,type ia on ground floor & type iiia above. erect 7 stories of 11 dwelling units with retail- mix use building. roof terrace-residential use only.,issued,2019-08-22,2016-05-23,2019-08-22,,,,,7.0,,,2024-02-22,7000000.0,7000000.0,,,apartments,11.0,2.0,,,,1.0,constr type 1,Y,9.0,Mission,94103.0,"(37.76629884445702, -122.42012072246791)",1424173158064,53.0,3.0,2.0,20.0,28853.0,8.0,7.0,7.0,7.0,3554/003A,11.0
201809140274,1,new construction,2018-09-14,3610,010,986,,South Van Ness,Av,,,erect (n) (5) story multi-family residential,issued,2020-12-14,2018-09-14,2020-12-14,,,,,5.0,,,2024-09-14,2300000.0,3850000.0,,,apartments,11.0,2.0,,,,3.0,constr type 3,Y,9.0,Mission,94110.0,"(37.75742066229135, -122.41705249295907)",1523798161902,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,3610/010,11.0
201705025455,1,new construction,2017-05-02,3954,016,1301,,16th,St,,,"to erect 7 stories, no basement, type iii-a / i-a,  172 unit residential with retail and parking. (r-2,m,b,a-3,s-2)",complete,2021-01-20,2017-05-02,2017-08-30,2021-01-20,2017-12-18,,,7.0,,,2023-07-30,40000000.0,40000000.0,,,apartments,172.0,2.0,,,,3.0,constr type 3,Y,10.0,Mission Bay,94103.0,"(37.76584496418502, -122.40023869789982)",1461567458125,54.0,1.0,9.0,4.0,28856.0,14.0,8.0,3.0,6.0,3954/016,172.0
201605127267,1,new construction,2016-05-12,3794,006,701,,03rd,St,,,"erect 11-story hi-rise, type 1-b, 230 rooms r-1 (with a-2, a-3, b, m, u & s accessory occupancies), 1 basement, with a roof terrace and ground floor retail building.",complete,2019-04-15,2016-05-12,2016-11-29,2019-04-15,2017-05-01,,,11.0,,,2022-10-29,22000000.0,34788000.0,,,tourist hotel/motel,230.0,2.0,,,,1.0,constr type 1,Y,6.0,Mission Bay,94107.0,"(37.77881739599433, -122.39225610606199)",1422969167868,31.0,1.0,10.0,4.0,28856.0,6.0,9.0,2.0,3.0,3794/006,230.0
201503110506,1,new construction,2015-03-11,3736,120,510,,Folsom,St,,,"to erect 42 stories, 6 basements, 545 units residential apartment with commercial mixed use building.",issued,2016-02-18,2015-03-11,2016-02-18,,2017-04-26,,,42.0,,,2022-01-17,167000000.0,189838000.0,,,apartments,545.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.787182761059356, -122.39505980422989)",1373907499180,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3736/120,545.0
201911278313,1,new construction,2019-11-27,5272,045,1601,,Innes,Av,,,"erect a 85 dwelling unit,no basement,6 story with residential apartment and commercial building. type 1-a.",issued,2020-06-30,2019-11-27,2020-06-30,,,,,6.0,,,2026-06-30,19100000.0,23000000.0,,,apartments,85.0,2.0,,,,1.0,constr type 1,Y,10.0,Bayview Hunters Point,94124.0,"(37.739491718315236, -122.38937771639156)",1577503178296,86.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,5272/045,85.0
201911278313,1,new construction,2019-11-27,5272,048,1610,,Jerrold,Av,,,"erect a 85 dwelling unit,no basement,6 story with residential apartment and commercial building. type 1-a.",issued,2020-06-30,2019-11-27,2020-06-30,,,,,6.0,,,2026-06-30,19100000.0,23000000.0,,,apartments,85.0,2.0,,,,1.0,constr type 1,Y,10.0,Bayview Hunters Point,94124.0,"(37.73922449175149, -122.38952423105417)",1577504178297,86.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,5272/048,85.0
201603253145,1,new construction,2016-03-25,2831,013,4152,,24th,St,,,"to erect 4 stories, 1 basement, 5 units apartment with office, mixed use building.",withdrawn,2018-10-25,2016-03-25,,,,,,4.0,,,,1000000.0,,,,apartments,5.0,2.0,,,,3.0,constr type 3,Y,8.0,Noe Valley,94114.0,"(37.751467146727514, -122.4353100778258)",1417436365540,84.0,3.0,5.0,22.0,28862.0,2.0,5.0,7.0,1.0,2831/013,5.0
201503110506,1,new construction,2015-03-11,3736,120,500,,Folsom,St,,,"to erect 42 stories, 6 basements, 545 units residential apartment with commercial mixed use building.",issued,2016-02-18,2015-03-11,2016-02-18,,2017-04-26,,,42.0,,,2022-01-17,167000000.0,189838000.0,,,apartments,545.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.787182761059356, -122.39505980422989)",1373906503050,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3736/120,545.0
201712146448,1,new construction,2017-12-14,3753,148,988,,Harrison,St,,,"to erect 8 stories, no basement, type i-a, 90 units residential with commercial mixed use building and parking. (r-2, a-2, s)",issued,2018-11-30,2017-12-14,2018-11-30,,,,,8.0,,,2024-10-29,26068060.0,30000000.0,,,apartments,90.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94107.0,"(37.77766209543933, -122.40415780393752)",1531251513449,32.0,1.0,10.0,34.0,28856.0,14.0,9.0,2.0,3.0,3753/148,90.0
201702280331,1,new construction,2017-02-28,3753,079,363,,06th,St,,,"to erect 9 stories, no basement, type i-a, 104 residential units wtih commercial & garage building.** maher: yes. please route to dph **",complete,2020-11-03,2017-02-28,2017-10-11,2020-11-03,2018-03-16,,,9.0,,,2023-09-10,7000000.0,17893508.0,,,apartments,104.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94107.0,"(37.77804875769153, -122.40444669174694)",1454612166218,32.0,1.0,10.0,34.0,28856.0,14.0,9.0,2.0,3.0,3753/079,104.0
201809261525,1,new construction,2018-09-26,3521,055,351,,12th,St,0.0,,"erect 5-story, type iii-a, 43 rooms, residential building.",filed,2018-09-26,2018-09-26,,,,,,5.0,,,,3131600.0,3320000.0,,,apartments,43.0,2.0,,,,3.0,constr type 3,Y,6.0,Mission,94103.0,"(37.770672054719135, -122.41370649718687)",1525571480395,32.0,1.0,10.0,20.0,28853.0,8.0,9.0,2.0,3.0,3521/055,43.0
201412294587,1,new construction,2014-12-29,3732,035,483,,Clementina,St,,,"erect 8-story, 32 condo units above parking & commercial retail building. maher n/a.",issued,2019-02-27,2014-12-29,2019-02-27,,,,,8.0,,,2025-01-26,8500000.0,12700000.0,,,apartments,33.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.77916209357847, -122.40557140573841)",1366257494370,32.0,1.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3732/035,33.0
201808137195,1,new construction,2018-08-13,8954,001,201,,Macalla,Rd,,,"mayor's executive directive 17-02 only. yerba buena project. to erect 6 stories, 1 basement, type iii-a over type i-a, 124 units residential buildng with parking. (r-2,a-3,s-2)** mitigation measures apply 475475",issued,2019-06-10,2018-08-24,2019-06-10,,2019-11-21,,,6.0,,,2025-05-09,68285000.0,68285000.0,,,apartments,124.0,3.0,,,,1.0,constr type 1,Y,6.0,Treasure Island,94130.0,"(37.81107198559766, -122.3659671988748)",1555696514885,35.0,1.0,10.0,37.0,62.0,,9.0,2.0,3.0,8954/001,124.0
201804307779,1,new construction,2018-04-30,3753,122,999,,Folsom,St,,,"to erect 8 stories, no basement, type i-b, 95 units residential, retail  & parking, mixed use building. (r-2,m,s-2)",issued,2019-03-26,2018-04-30,2019-03-26,,,,,8.0,,,2025-02-22,25000000.0,27000000.0,,,apartments,95.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94107.0,"(37.778442056736026, -122.40508625975224)",1506226511338,32.0,1.0,10.0,34.0,28856.0,14.0,9.0,2.0,3.0,3753/122,95.0
202008252609,1,new construction,2020-08-25,3616,024,1021,,Valencia,St,,,"to erect a type 3a over 1a, 6-story, mixed use bldg with 24 residential units and one basement.**comply w/ maher ord# 155-13, route to dph**",filed,2020-08-25,2020-08-25,,,,,,6.0,,,,9069900.0,,,,apartments,24.0,2.0,,,,3.0,constr type 3,Y,9.0,Mission,94110.0,"(37.75652142905264, -122.42072683123848)",1597074162296,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,3616/024,24.0
201911147309,1,new construction,2019-11-14,0284,022,729,,Bush,St,,,"erect 5-story, 1 basement, type 3-a, ambulatory, doctor's office, surgery center & 4 residential building.",filed,2019-11-14,2019-11-14,,,,,,5.0,,,,2213400.0,,,,apartments,4.0,2.0,,,,3.0,constr type 3,Y,3.0,Nob Hill,94108.0,"(37.789808980904006, -122.40926632059355)",157609366932,19.0,6.0,3.0,21.0,28857.0,5.0,10.0,1.0,2.0,0284/022,4.0
201605066751,1,new construction,2016-05-06,0831,024,455,,Fell,St,,,"construct (n) 108 residential units, no basement, assembly, office, mercantile, bike parking",complete,2020-03-16,2016-05-06,2016-11-17,2020-03-16,2017-05-18,,,6.0,,,2022-10-17,35000000.0,35000000.0,,,apartments,108.0,2.0,,,,3.0,constr type 3,Y,5.0,Hayes Valley,94102.0,"(37.7753577649097, -122.42534500650167)",1422282504100,22.0,4.0,11.0,9.0,28852.0,7.0,11.0,6.0,10.0,0831/024,108.0
201806202372,1,new construction,2018-06-20,6311,001,242,,Hahn,St,,,"priority processing. erect 5-story, type 5-a over type 1-a, 1 basement, 167 dwelling units, parking, offices, community room building;",issued,2019-02-15,2018-06-20,2019-02-15,,2019-11-25,,,5.0,,,2025-11-25,70000000.0,80000000.0,,,apartments,167.0,2.0,,,,1.0,constr type 1,Y,10.0,Visitacion Valley,94134.0,"(37.71141354072087, -122.41741622666743)",1512648511757,74.0,9.0,9.0,40.0,309.0,9.0,8.0,4.0,6.0,6311/001,167.0
201410179280,1,new construction,2014-10-17,1439,021,4334,,Geary,Bl,,,"construct (n) 4-story, 1-basement mixed use. 1 commeercial retail & 6 multi family residence.",complete,2019-08-08,2014-10-17,2016-02-25,2019-08-08,2016-10-24,,,4.0,,,2022-01-24,1000000.0,3500000.0,,,apartments,6.0,2.0,,,,3.0,constr type 3,Y,1.0,Inner Richmond,94118.0,"(37.78128011324388, -122.46599666213231)",135943699803,5.0,8.0,4.0,11.0,54.0,11.0,2.0,9.0,9.0,1439/021,6.0
201603091627,1,new construction,2016-03-09,0256,017,875,,California,St,,,"""to erect 7 stories, 2 basement, 44 units residential building.** maher: n/a **""",issued,2017-12-29,2016-03-09,2017-12-29,,2018-05-08,,,7.0,,,2023-11-28,27000000.0,27000000.0,,,apartments,44.0,2.0,,,,1.0,constr type 1,Y,3.0,Nob Hill,94108.0,"(37.79179035641846, -122.40871073461021)",141542365198,16.0,6.0,3.0,21.0,28857.0,5.0,10.0,1.0,2.0,0256/017,44.0
201907035129,1,new construction,2019-07-03,3756,043,1233,,Folsom,St,,,"to erect a 10-story, type 1b, 1 basement, mixed use bldg w/ 24 residential units, 2 hotel(transient) rooms and retail space. comply to maher ord# 155-13, route to dph.",filed,2019-07-03,2019-07-03,,,,,,10.0,,,,6464616.0,,,,apartments,24.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.77437601907642, -122.41041976487712)",1558726166444,32.0,1.0,10.0,34.0,28853.0,8.0,9.0,2.0,3.0,3756/043,24.0
201904248812,1,new construction,2019-04-24,4094,006,830,,Rhode Island,St,,,"to erect a 4-story, type 3b, residential bldg w/ 3 units.",approved,2020-07-18,2019-04-24,,,,,,4.0,,,,975000.0,1100000.0,,,apartments,3.0,2.0,,,,3.0,constr type 3,,10.0,Potrero Hill,94107.0,"(37.759189402195894, -122.40234699651931)",1549749170205,54.0,2.0,9.0,26.0,28856.0,10.0,8.0,3.0,6.0,4094/006,3.0
201412294587,1,new construction,2014-12-29,3732,152,976,,Folsom,St,,,"erect 8-story, 32 condo units above parking & commercial retail building. maher n/a.",issued,2019-02-27,2014-12-29,2019-02-27,,,,,8.0,,,2025-01-26,8500000.0,12700000.0,,,apartments,33.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.77907886186739, -122.40528550307981)",1366258165507,32.0,1.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3732/152,33.0
201903286474,1,new construction,2019-03-28,1064,060,3330,,Geary,Bl,,,"to erect a type 2-a over 3-a, 6-story mixed use bldg with 41 dwelling units and commercial over 1 basement.",filed,2019-03-28,2019-03-28,,,,,,6.0,,,,17500000.0,,,,apartments,41.0,2.0,,,,2.0,constr type 2,Y,2.0,Presidio Heights,94118.0,"(37.781831497683356, -122.45476959189529)",154643588675,11.0,8.0,6.0,31.0,54.0,11.0,1.0,9.0,11.0,1064/060,41.0
201904299198,1,new construction,2019-04-29,3635,004,1120,,Valencia,St,,,erect a 5 stories/18 dwelling units multi-family/retail bldg. type 3-a,filed,2019-04-29,2019-04-29,,,,,,5.0,,,,4000000.0,,,,apartments,18.0,2.0,,,,3.0,constr type 3,Y,8.0,Mission,94110.0,"(37.75486361450415, -122.4212038469375)",1550282163305,53.0,3.0,5.0,20.0,28859.0,2.0,5.0,7.0,1.0,3635/004,18.0
201502269406,1,new construction,2015-02-26,0809,020,311,,Grove,St,0.0,,construct (n) 8 dwelling units with 5 stories,issued,2016-12-29,2015-02-26,2016-12-29,,2020-06-17,,,5.0,,,2024-03-17,3200000.0,3200000.0,,,apartments,8.0,2.0,,,,3.0,constr type 3,Y,5.0,Hayes Valley,94102.0,"(37.777700587509386, -122.42200818050269)",1372466479035,21.0,4.0,11.0,9.0,28852.0,7.0,11.0,6.0,10.0,0809/020,8.0
201504093240,1,new construction,2015-04-09,0836,012,24,,Franklin,St,,,"to erect 8 stories, no basement, 35 units residential & commercial building.",complete,2019-01-10,2015-04-09,2016-09-16,2019-01-10,2016-12-19,,,8.0,,,2022-08-16,4500000.0,6000000.0,,,apartments,35.0,2.0,,,,1.0,constr type 1,Y,5.0,Hayes Valley,94102.0,"(37.77479938076559, -122.42057975339542)",1377565492651,21.0,4.0,11.0,9.0,28852.0,7.0,11.0,6.0,10.0,0836/012,35.0
201612235806,1,new construction,2016-12-23,3948,002,98,V,Pennsylvania,Av,,,"to erect 5 story, 1 basement, type i-b, 48 units apartments building.** maher: n/a **",filed,2016-12-23,2016-12-23,,,,,,5.0,,,,6500000.0,16500000.0,,,apartments,48.0,2.0,,,,1.0,constr type 1,Y,10.0,Mission Bay,94107.0,"(37.76560790836535, -122.39421226546754)",1448498168110,54.0,1.0,9.0,4.0,28856.0,14.0,8.0,3.0,6.0,3948/002,48.0
201705055847,1,new construction,2017-05-05,0811,010,200,,Van Ness,Av,,,"to erect 12 stories, 2 basements, type i-a, 145 units (mix use w/apts/dorm,office classrooms, restaurant.)(r-2,r-1,a-2,b,f-1,a-1)** maher: n/a **",issued,2018-08-31,2017-05-05,2018-08-31,,2018-12-12,,,12.0,,,2024-07-30,60000000.0,60000000.0,,,apartments,145.0,2.0,,,,1.0,constr type 1,Y,6.0,Tenderloin,94102.0,"(37.777528951555404, -122.41932345279037)",1462109237243,21.0,4.0,10.0,36.0,28852.0,7.0,9.0,6.0,3.0,0811/010,145.0
201705055847,1,new construction,2017-05-05,0811,012,214,,Van Ness,Av,,,"to erect 12 stories, 2 basements, type i-a, 145 units (mix use w/apts/dorm,office classrooms, restaurant.)(r-2,r-1,a-2,b,f-1,a-1)** maher: n/a **",issued,2018-08-31,2017-05-05,2018-08-31,,2018-12-12,,,12.0,,,2024-07-30,60000000.0,60000000.0,,,apartments,145.0,2.0,,,,1.0,constr type 1,Y,6.0,Tenderloin,94102.0,"(37.77769168594234, -122.4193560656315)",146211082067,21.0,4.0,10.0,36.0,28852.0,7.0,9.0,6.0,3.0,0811/012,145.0
201901301598,1,new construction,2019-01-30,0531,011,1964,,Union,St,,,"to erect a type 3-a, 2-story, 2-dwelling unit building- no basements.",issued,2020-10-05,2019-01-30,2020-10-05,,,,,2.0,,,2022-10-05,525000.0,525000.0,,,2 family dwelling,2.0,2.0,,,,3.0,constr type 3,Y,2.0,Marina,94123.0,"(37.79786028103949, -122.43167849070383)",153965473274,15.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0531/011,2.0
201603152080,1,new construction,2016-03-15,5952,002,302,,Silver,Av,,,"to erect 5 stories, 2 basement, residential care for the elderly building.",issued,2016-11-21,2016-03-15,2016-11-21,,2017-08-14,,,5.0,,,2022-10-21,67000000.0,67000000.0,,,apartments,198.0,2.0,,,,1.0,constr type 1,Y,11.0,Excelsior,94112.0,"(37.72764764236573, -122.43055073423423)",1415999192300,90.0,9.0,1.0,7.0,28861.0,9.0,6.0,4.0,8.0,5952/002,198.0
201807063864,1,new construction,2018-07-06,7098,004,5616,,Mission,St,,,"erect a 4 stories,no basement, type ia,iiia,10 dwelling multi-family with commercial/retail on 1st fl building.",issued,2020-08-12,2018-07-06,2020-08-12,,,,,4.0,,,2023-02-12,1000000.0,2000000.0,,,printing plant,10.0,2.0,,,,1.0,constr type 1,Y,11.0,Outer Mission,94112.0,"(37.71147231767599, -122.44689214966576)",1514711221396,66.0,9.0,1.0,28.0,28861.0,9.0,6.0,4.0,8.0,7098/004,10.0
201805310611,1,new construction,2018-05-31,3753,007,360,,05th,St,,,"to erect 8 stories, 1 basement, type i-b, 127 units residential units with commercial mixed use building (r-2,m,i,a-3,s-2)** maher: n/a **",issued,2018-12-21,2018-05-31,2018-12-21,,2020-05-04,,,8.0,,,2024-11-19,35635000.0,35635000.0,,,apartments,127.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94107.0,"(37.779416295064806, -122.4027093853302)",1510133166175,32.0,1.0,10.0,34.0,28856.0,14.0,9.0,2.0,3.0,3753/007,127.0
